0,0,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,1,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,2,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,3,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,4,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,5,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,6,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,7,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,8,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,9,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,10,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,11,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,12,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,13,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,14,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,15,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,16,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,17,2258.7578,3736.1729,326.1076,3678.9617,59.9493,38.0408,91.9723,65.0066,87.3840,50.3858,0.34
0,18,1688.9303,3923.5874,138.6929,4248.7891,56.1252,28.4441,96.5858,62.5150,92.4113,48.0104,0.32
0,19,1688.9303,3923.5874,138.6929,4248.7891,56.1252,28.4441,96.5858,62.5150,92.4113,48.0104,0.32
0,20,1688.9303,3923.5874,138.6929,4248.7891,56.1252,28.4441,96.5858,62.5150,92.4113,48.0104,0.32
